item_key,difficulty,content_field,claim_id,final_claim,source_url,source_sha256,page_or_section,evidence_excerpt,verdict,reviewed_content_sha256
shinjuku-2026-r2-gian-42,easy,content,R42-E-11,"作る数は150,000冊",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 発行冊数,"・発行冊数 150,000冊",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-12,買える場所は区内のぜんぶの郵便局,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 プレミアム率,区内の全郵便局で販売,supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-13,申し込みは2026年7月1日（水）から7月27日（月）,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 申込期間,・申込期間 7月1日～7月27日,supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-14,売る期間は2026年9月16日（水）から10月16日（金）,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 販売期間,・販売期間 9月16日～10月16日,supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-15,使える期間は2026年10月1日（木）から2027年1月8日（金）,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 利用期間,・利用期間 10月1日～1月8日,supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-16,理由は物の値段が長く高いことと中東の情勢の影響で、商店街を元気にし区民の生活も助けるため,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 4文化観光産業費,長引く物価高騰に加えて、中東情勢による影響を踏まえ、商店街の活性化を図るとともに、区民生活を支援するため、商店街ハッピー商品券事業を拡充,supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-17,"角筈地域センターの設備は928万4千円で、働く人の賃金の見直しによる工事費の増額（9,284千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 3地域振興費,"（１）角筈地域センター（設備整備）9,284千円 労務単価等の見直しに伴い工事費を増額",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-18,"江戸川橋通りの道路と下水道は1億2,305万6千円（123,056千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,"９ 土木費 123,056千円",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-19,"道路を直す工事は1億881万6千円（108,816千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,"（１）道路の改良（工事費）108,816千円",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-20,"下水道をつくる工事は1,424万円（14,240千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,"（２）公共下水道の整備（工事費）14,240千円",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-21,工事の計画が変わったための増額で、場所はどちらも江戸川橋通り第Ⅰ期,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,整備計画変更に伴い工事費を増額 ・江戸川橋通り第Ⅰ期,supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-22,"貯金をくずす（繰入金）6,198万5千円の内訳は、財政調整基金4,788万5千円と社会資本等整備基金1,410万円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 歳入 17繰入金,"財政調整基金繰入金 47,885千円／社会資本等整備基金繰入金 14,100千円",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-23,"その他の収入（諸収入）は1億2,657万9千円（126,579千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 歳入 19諸収入,"公共下水道整備費 14,240千円／違約金及び延納利息 32,235千円／雑入（江戸川橋通り第Ⅰ期道路改良工事費返還金相当分）80,104千円",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-24,"区の借金（特別区債）は1億400万円（104,000千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 歳入 20特別区債,"地域振興債（地域振興施設整備費）7,000千円／土木債（道路整備費）97,000千円",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-25,"財政調整基金を今回4,788万5千円くずし、2026年度（令和8年度）の終わりの残りは261億7,967万円の見こみ",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 財政調整基金現在高見込み,"今回取崩額 47,885千円／8年度末現在高見込額 26,179,670千円",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-26,"区ができる借金の上限が24億4,300万円から25億4,700万円になる",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第2表 特別区債補正,"合計 ２,４４３,０００ → ２,５４７,０００",supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-42,easy,content,R42-E-27,原案可決。2026年（令和8年）第2回定例会、会期は2026年6月10日（水）から6月19日（金）,https://www.city.shinjuku.lg.jp/kusei/soumu01_002090_00016.html,72349f6e321e79ccc3076036e07386763398510bfb6bb2154b4cd3d6a2d85d58,議決結果ページ,第42号議案 令和8年度新宿区一般会計補正予算（第2号）原案可決,supported,bbb0d6f5edd23cc9d4ce8c00f84e054575c435085fe0fd74bf19e848f87dec24
shinjuku-2026-r2-gian-43,easy,title,B43-E-01,表題「保育園と 予防接種と 学校の 支援に お金を 足します」は歳出上位3款の事業を指す編集上の見出し,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 6・7・10 款,"子ども家庭費 117,725千円／健康費 109,998千円／教育費 48,208千円",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,summary,B43-E-02,要約の金額・事業はいずれも本文の主張と同一,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出全般,"歳入歳出それぞれ 289,657 千円を追加し／保育所等緊急助成 50,389千円／接種ワクチン 標準量→高用量／学校支援体制の充実 39,507千円 区立小学校 15校／私立幼稚園緊急助成 554千円",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-03,区長が2026年（令和8年）6月10日（水）に出した（原文の元号表記を西暦と曜日に換算）,https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,議案末尾,令和８年６月１０日 提出 新宿区長 吉住健一,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-04,"2億8,965万7千円を足す（289,657千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1条,"歳入歳出予算の総額に歳入歳出それぞれ 289,657 千円を追加し",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-05,"区のお金はぜんぶで1,895億8,299万8千円になる（189,582,998千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1条,"歳入歳出予算の総額を歳入歳出それぞれ 189,582,998 千円とする",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-06,同じ定例会の第42号議案もあとから足すお金であり、この議案はそのあとにさらに足すもの,https://www.city.shinjuku.lg.jp/content/000457639.pdf ; https://www.city.shinjuku.lg.jp/content/000457640.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee ; ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第42号議案 第1条 / 第43号議案 第1表 歳入歳出合計,"【第42号議案】歳出予算の総額を歳入歳出それぞれ 189,293,341 千円とする。 ／【第43号議案】歳入合計 補正前予算額 189,293,341",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-07,"子どもと家庭は1億1,772万5千円（117,725千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出 6 子ども家庭費,"6 子ども家庭費 39,532,093 117,725 39,649,818",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-08,"保育所等緊急助成は5,038万9千円で、私立の保育園などへの助け。値段が上がったためで、4月〜6月だった期間を4月〜3月にのばす",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 6 子ども家庭費(2),"保育所等緊急助成 50,389千円 食材料費等の物価高騰対策として、私立保育所等への支援を継続 ・実施期間 4月～6月 → 4月～3月",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-09,"保育所（設備整備）は4,435万8千円で、鶴巻南公園の中の仮の園舎を2026年（令和8年）8月から12月に直す",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 6 子ども家庭費(4),"保育所（設備整備） 44,358千円 早稲田南町保育園分園の仮移転先である鶴巻南公園内保育園仮園舎を改修 ・令和8年8月～12月 改修工事",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-10,"保育所（管理運営費）は2,292万5千円で、早稲田南町保育園分園を仮の園舎に2027年（令和9年）1月に移す予定",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 6 子ども家庭費(3),"保育所（管理運営費） 22,925千円 早稲田南町保育園分園を鶴巻南公園内保育園仮園舎へ移転 ・令和9年1月 移転予定",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-11,子ども未来基金積立金5万3千円は寄付の積み立て,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 6 子ども家庭費(1),子ども未来基金積立金 53千円 寄附金の積立,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-12,健康は1億999万8千円で、使うワクチンを変えるためインフルエンザの予防接種のお金が増える,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 7 健康費(1),"予防接種（インフルエンザ） 109,998千円 定期接種における接種ワクチンの変更による増額",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-13,対象は75歳以上の人、ワクチンは標準量から高用量へ、回数1回、お金は無料,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 7 健康費(1),・対象者 75歳以上の者 ・接種ワクチン 標準量インフルエンザワクチン→高用量インフルエンザワクチン ・接種回数 1回 ・接種費用 無料,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-14,"学校支援体制の充実は3,950万7千円で、区立小学校15校に校内教育支援センター支援員をおき、学校に行けない子どもの勉強と相談を助ける",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 10 教育費(1),"学校支援体制の充実 39,507千円 不登校児童への学習支援及び相談支援のため、校内教育支援センター支援員を配置 ・区立小学校 15校",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-15,"保険料などの814万7千円はその支援員の社会保険料（8,147千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 10 教育費(2),"健康保険料及び厚生年金保険料等 8,147千円 校内教育支援センター支援員の社会保険料等",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-16,私立幼稚園緊急助成は55万4千円で、期間を4月〜3月にのばす,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 10 教育費(3),私立幼稚園緊急助成 554千円 食材料費等の物価高騰対策として、私立幼稚園への支援を継続 ・実施期間 4月～6月 → 4月～3月,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-17,環境と清掃は985万3千円で、「新宿区空き缶等の散乱及び路上喫煙による被害の防止に関する条例」の改正にともなう周知,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 8 環境清掃費(1),"ポイ捨て防止ときれいなまちづくり 9,853千円 「新宿区空き缶等の散乱及び路上喫煙による被害の防止に関する条例」の改正に伴う普及啓発",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-18,下水道をつくる工事は162万2千円で、場所は江戸川橋通り第Ⅱ期。計画が変わったための増額,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 9 土木費(1),"公共下水道の整備（工事費） 1,622千円 整備計画変更に伴い工事費を増額 ・江戸川橋通り第Ⅱ期",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-19,下宮比町地区の再開発の支援222万1千円は準備組合への支援,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 9 土木費(2),"市街地再開発の事業化支援（下宮比町地区） 2,221千円 市街地再開発準備組合への活動支援 ・下宮比町地区",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-20,文化と観光の3万円は夏目漱石記念施設整備基金積立金で、寄付の積み立て,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 4 文化観光産業費(1),夏目漱石記念施設整備基金積立金 30千円 寄附金の積立,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-21,"東京都からのお金（都支出金）は2,142万円（21,420千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 14 都支出金,"校内教育支援センター設置推進事業費 21,420千円",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-22,寄付（寄附金）は8万3千円（83千円の万円表記）,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 16 寄附金,夏目漱石記念施設整備基金寄附金 30千円 子ども未来基金寄附金 53千円,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-23,"貯金をくずす（繰入金）は2億5,752万4千円で、財政調整基金からの繰り入れ",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 17 繰入金,"財政調整基金繰入金 257,524千円",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-24,"その他の収入（諸収入）は1,063万円（10,630千円の万円表記）",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 19 諸収入,"（受託事業収入）予防接種費 5,930千円 公共下水道整備費 1,622千円 （雑入）労働保険料納付金 173千円 厚生年金保険料納付金 2,905千円",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-25,"財政調整基金を今回2億5,752万4千円くずし、2026年度（令和8年度）の終わりの残りは259億2,214万6千円の見こみ",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 17 繰入金 財政調整基金現在高見込み,"今回取崩額 257,524千円 8年度末現在高見込額 25,922,146千円",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-26,"道路の改良は2027年度（令和9年度）・2億4,287万6千円から2027年度〜2028年度（令和9年度〜令和10年度）・2億5,877万6千円へ",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第2表,"道路の改良 令和９年度 ２４２,８７６ 令和９年度～令和10年度 ２５８,７７６",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-27,"公共下水道の整備は2027年度（令和9年度）・872万1千円から2027年度〜2028年度（令和9年度〜令和10年度）・1,115万4千円へ",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第2表,"公共下水道の整備 令和９年度 ８,７２１ 令和９年度～令和10年度 １１,１５４",supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-28,変える理由はどちらも計画の変更,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,【債務負担行為（工事請負契約等）】,整備計画を変更するため,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-43,easy,content,B43-E-29,原案可決。2026年（令和8年）第2回定例会、会期は2026年6月10日（水）から6月19日（金）,https://www.city.shinjuku.lg.jp/kusei/soumu01_002090_00016.html,72349f6e321e79ccc3076036e07386763398510bfb6bb2154b4cd3d6a2d85d58,議決結果ページ,第43号議案 原案可決,supported,7ea502a0100a95f3eb978402e4650a2ee23210a53d1a4c409cc14e70abddf47b
shinjuku-2026-r2-gian-44,easy,title,B44-E-01,表題「区の 大もとの 考えを 区議会が 決める ことに します」は新設第3条第1項の内容を言い換えた編集上の見出し,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第3条改正規定,区長は、新宿区基本構想を策定するに当たっては、議会の議決を経なければならない。これを変更しようとする場合も同様とする。,supported,8760030544e75fb43249adacb4a5cfdbae35b6a965184798ea528f10ca54dcbb
