item_key,difficulty,content_field,claim_id,final_claim,source_url,source_sha256,page_or_section,evidence_excerpt,verdict,reviewed_revision
shinjuku-2026-r2-gian-42,normal,content,R42-N-11,販売場所は区内の全郵便局,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 プレミアム率,区内の全郵便局で販売,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-12,申込期間は7月1日から7月27日,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 申込期間,・申込期間 7月1日～7月27日,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-13,販売期間は9月16日から10月16日,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 販売期間,・販売期間 9月16日～10月16日,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-14,利用期間は10月1日から1月8日,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 利用期間,・利用期間 10月1日～1月8日,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-15,"角筈地域センターの設備整備は9,284千円で、労務単価等の見直しにともなう工事費の増額",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 3地域振興費,"（１）角筈地域センター（設備整備）9,284千円 労務単価等の見直しに伴い工事費を増額",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-16,"土木費の補正額は123,056千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,"９ 土木費 123,056千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-17,"道路の改良（工事費）は108,816千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,"（１）道路の改良（工事費）108,816千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-18,"公共下水道の整備（工事費）は14,240千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,"（２）公共下水道の整備（工事費）14,240千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-19,いずれも整備計画の変更にともなう増額で、対象は江戸川橋通り第Ⅰ期,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.1 歳出 9土木費,整備計画変更に伴い工事費を増額 ・江戸川橋通り第Ⅰ期,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-20,"繰入金61,985千円の内訳は財政調整基金47,885千円と社会資本等整備基金14,100千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 歳入 17繰入金,"財政調整基金繰入金 47,885千円／社会資本等整備基金繰入金 14,100千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-21,"諸収入126,579千円の内訳は受託事業収入14,240千円・違約金及び延納利息32,235千円・雑入80,104千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 歳入 19諸収入,"公共下水道整備費 14,240千円／違約金及び延納利息 32,235千円／雑入（江戸川橋通り第Ⅰ期道路改良工事費返還金相当分）80,104千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-22,"特別区債104,000千円の内訳は地域振興債7,000千円と土木債97,000千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 歳入 20特別区債,"地域振興債（地域振興施設整備費）7,000千円／土木債（道路整備費）97,000千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-23,"財政調整基金は今回47,885千円を取り崩し、令和8年度末の残高見込みは26,179,670千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 財政調整基金現在高見込み,"今回取崩額 47,885千円／8年度末現在高見込額 26,179,670千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-24,"特別区債の限度額は全体で2,443,000千円から2,547,000千円に変わる",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第2表 特別区債補正,"合計 ２,４４３,０００ → ２,５４７,０００",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,normal,content,R42-N-25,令和8年第2回定例会（会期6月10日〜6月19日）で原案可決された,https://www.city.shinjuku.lg.jp/kusei/soumu01_002090_00016.html,72349f6e321e79ccc3076036e07386763398510bfb6bb2154b4cd3d6a2d85d58,議決結果ページ,第42号議案 令和8年度新宿区一般会計補正予算（第2号）原案可決,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-01,提出日は令和8年6月10日、提出者は新宿区長 吉住健一,https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,議案末尾,令和８年６月１０日 提出 新宿区長 吉住健一,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-02,第1条は歳入歳出予算の補正、第2条は特別区債の補正,https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1条・第2条,（歳入歳出予算の補正）第１条／（特別区債の補正）第２条,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-03,"歳入17繰入金は3,346,808千円に61,985千円を加え3,408,793千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳入,"17 繰入金 3,346,808 / 61,985 / 3,408,793",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-04,"歳入19諸収入は3,107,496千円に126,579千円を加え3,234,075千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳入,"19 諸収入 3,107,496 / 126,579 / 3,234,075",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-05,"受託事業収入は1,050,021千円に14,240千円を加え1,064,261千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳入,"4 受託事業収入 1,050,021 / 14,240 / 1,064,261",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-06,"雑入は1,353,278千円に112,339千円を加え1,465,617千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳入,"6 雑入 1,353,278 / 112,339 / 1,465,617",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-07,"歳入20特別区債は2,443,000千円に104,000千円を加え2,547,000千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳入,"20 特別区債 2,443,000 / 104,000 / 2,547,000",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-08,"歳入合計は189,000,777千円に292,564千円を加え189,293,341千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳入,"歳入合計 189,000,777 / 292,564 / 189,293,341",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-09,"歳出3地域振興費は10,262,026千円に9,284千円を加え10,271,310千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳出,"3 地域振興費 10,262,026 / 9,284 / 10,271,310",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-10,"地域振興施設費は5,425,666千円に9,284千円を加え5,434,950千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳出,"4 地域振興施設費 5,425,666 / 9,284 / 5,434,950",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-11,"歳出4文化観光産業費は5,061,883千円に160,224千円を加え5,222,107千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳出,"4 文化観光産業費 5,061,883 / 160,224 / 5,222,107",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-12,"産業経済費は2,786,047千円に160,224千円を加え2,946,271千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳出,"2 産業経済費 2,786,047 / 160,224 / 2,946,271",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-13,"歳出9土木費は12,816,293千円に123,056千円を加え12,939,349千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳出,"9 土木費 12,816,293 / 123,056 / 12,939,349",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-14,"道路橋りょう費は4,520,639千円に123,056千円を加え4,643,695千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第1表 歳出,"2 道路橋りょう費 4,520,639 / 123,056 / 4,643,695",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-15,"財政調整基金は7年度末26,668,934千円・既計上積立1,494,240千円・既計上取崩1,935,619千円・今回取崩47,885千円・8年度末26,179,670千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 財政調整基金現在高見込み,"7年度末現在高見込額 26,668,934千円 ほか",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-16,"社会資本等整備基金は7年度末16,910,982千円・既計上積立507,325千円・既計上取崩417,679千円・今回取崩14,100千円・8年度末16,986,528千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 社会資本等整備基金現在高見込み,"7年度末現在高見込額 16,910,982千円 ほか",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-17,"繰入金の予算額は財政調整基金繰入金1,935,619千円から1,983,504千円、社会資本等整備基金繰入金417,679千円から431,779千円",https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 歳入 17繰入金,"補正前予算額 1,935,619千円 補正後予算額 1,983,504千円／補正前予算額 417,679千円 補正後予算額 431,779千円",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-18,"起債限度額は地域振興施設整備1,194,000千円から1,201,000千円、道路整備556,000千円から653,000千円",https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第2表 特別区債補正,"地域振興施設整備 １,１９４,０００→１,２０１,０００／道路整備 ５５６,０００→６５３,０００",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-19,起債の方法は証券の発行又は普通貸借で、証券発行の場合の発行価格は額面100円につき98円以上,https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第2表 起債の方法,証券の発行又は普通貸借の方法により起債する。証券発行の場合における発行価格は額面 100 円につき 98 円以上とする,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-20,利率は年5.0%以内で、利率見直し方式の財政融資資金等は見直し後の利率による,https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第2表 利率,年 5.0 ％以内（ただし、利率見直し方式で借り入れる財政融資資金及び地方公共団体金融機構資金について、利率の見直しを行った後においては、当該見直し後の利率）,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-21,償還は起債のときから据置期間を含め25年以内に、元利均等額・元金均等額・満期一括額のいずれかによる,https://www.city.shinjuku.lg.jp/content/000457639.pdf,ac6e93cedcf8ebce16843474aa13de52397bb65dc7bfdf7a57ebee1adc3fa5ee,第2表 償還の方法,起債のときから据置期間を含め 25 年以内に、元利均等額、元金均等額、満期一括額のいずれかの方法で償還をする,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-42,hard,content,R42-H-22,子ども家庭施設整備・公園整備・学校施設整備は限度額の記載はあるが今回の補正額は計上されていない,https://www.city.shinjuku.lg.jp/content/000456354.pdf,5369896bb24ed77af0fe3af1d85b13eb4093469ba9e4f6a060f2c6a288104580,p.2 特別区債表,子ども家庭施設整備（子ども家庭債）―／公園整備（土木債）―／学校施設整備（教育債）―,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-01,個人番号カードと在留カード等が一体化した2つの書類が創設される,https://www.city.shinjuku.lg.jp/content/000456353.pdf,e1be5ac0c08d22dc59916c81fd24bd972ef44b601f8cd65ba76fc5d1f9d35c92,p.3 第49号議案,出入国管理及び難民認定法の改正等により、個人番号カードと在留カード等が一体化した次に掲げる書類が創設されることを踏まえ,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-02,特定在留カードは出入国管理及び難民認定法第19条の15の2第1項に規定される,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第1条 第1号,出入国管理及び難民認定法（昭和 26 年政令第 319 号）第 19 条の 15 の 2 第 1 項に規定する特定在留カード,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-03,特定特別永住者証明書は入管特例法第16条の2第1項に規定される,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第1条 第3号,日本国との平和条約に基づき日本の国籍を離脱した者等の出入国管理に関する特例法（平成 3 年法律第 71 号）第 16 条の 2 第 1 項に規定する特定特別永住者証明書,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-04,証明書等のコンビニ交付を受けるときに使える書類として2つを追加する,https://www.city.shinjuku.lg.jp/content/000456353.pdf,e1be5ac0c08d22dc59916c81fd24bd972ef44b601f8cd65ba76fc5d1f9d35c92,p.3 第49号議案,これらの書類を証明書等のコンビニ交付に係る必要書類に追加する,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-05,新宿区印鑑条例は昭和50年新宿区条例第17号で、改正箇所は第19条,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第1条,新宿区印鑑条例（昭和 50 年新宿区条例第 17 号）の一部を次のように改正する。第 19 条中,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-06,新宿区一般事務手数料条例は平成12年新宿区条例第5号で、改正箇所は別表備考,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第2条,新宿区一般事務手数料条例（平成 12 年新宿区条例第 5 号）の一部を次のように改正する。別表備考中,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-07,新宿区住民基本台帳制度の適正な運用に関する条例は平成14年新宿区条例第48号で、改正箇所は第11条の2,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第3条,新宿区住民基本台帳制度の適正な運用に関する条例（平成 14 年新宿区条例第 48 号）の一部を次のように改正する。第 11 条の 2 中,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-08,3条例とも「個人番号カード」を「次に掲げる書類」に改め、3書類を号として並べる同じかたちの改正である,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第1条〜第3条,（同一の改め文が3条にわたり反復）,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-09,施行日は公布の日,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,附則,この条例は、公布の日から施行する,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-10,"新宿区の外国人住民は令和8年8月1日現在で51,870人",https://www.city.shinjuku.lg.jp/content/000462485.pdf,95935e780c3b7857eed990a87dc41762e4df3ff4455d7409bd69f29aff2c038f,合計行,"令和8年8月1日現在／合計 26,542 25,328 51,870",supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-11,国籍・地域の数は130を超える,https://www.city.shinjuku.lg.jp/content/000462485.pdf,95935e780c3b7857eed990a87dc41762e4df3ff4455d7409bd69f29aff2c038f,国籍・地域一覧,NO 1〜134（うち64は無国籍）,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,normal,content,R49-N-12,令和8年第2回定例会で原案可決された,https://www.city.shinjuku.lg.jp/kusei/soumu01_002090_00016.html,72349f6e321e79ccc3076036e07386763398510bfb6bb2154b4cd3d6a2d85d58,議決結果ページ,第49号議案 新宿区印鑑条例等の一部を改正する条例 原案可決,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-01,提案理由は令和6年法律第59号の施行による入管法の改正等を踏まえた必要書類の追加,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,提案理由,出入国管理及び難民認定法等の一部を改正する法律（令和 6 年法律第 59 号）の施行による出入国管理及び難民認定法（昭和 26 年政令第 319 号）の改正等を踏まえ,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-02,追加の位置づけは機構経由端末機による証明書等の交付の請求等に係る必要書類,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,提案理由,特定在留カード等を機構経由端末機による証明書等の交付の請求等に係る必要書類として追加する必要があるため,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-03,提出日は令和8年6月10日、提出者は新宿区長 吉住健一,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,議案冒頭,令和８年６月１０日 提出者 新宿区長 吉住健一,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-04,第1号は番号利用法（平成25年法律第27号）第2条第7項に規定する個人番号カード,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第1条 第1号,行政手続における特定の個人を識別するための番号の利用等に関する法律（平成 25 年法律第 27 号）第 2 条第 7 項に規定する個人番号カード,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-05,改正は「第22条第7項」の次に「（同法第22条の3第2項において準用する場合を含む。）」を加える操作を含む,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第1条,「第 22 条第 7 項」の次に「（同法第 22 条の 3 第 2 項において準用する場合を含む。）」を加え,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-06,改正は「同条第1項」を「同法第22条第1項」に改める操作を含む,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第1条,「同条第 1 項」を「同法第 22 条第 1 項」に改め,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-07,手数料の額そのものを改める規定は置かれていない,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,第2条,別表備考への書類追加のみで、額に関する改め文は存在しない,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-08,附則により公布の日から施行し、経過措置の規定は置かれていない,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,附則,この条例は、公布の日から施行する（他に附則の項なし）,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-09,概要資料は施行日を公布の日としている,https://www.city.shinjuku.lg.jp/content/000456353.pdf,e1be5ac0c08d22dc59916c81fd24bd972ef44b601f8cd65ba76fc5d1f9d35c92,p.3 第49号議案,［施行日］公布の日,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-49,hard,content,R49-H-10,手数料額・利用可能な事業者の範囲・一体化カードの交付開始時期は一次資料から確認できない,https://www.city.shinjuku.lg.jp/content/000457648.pdf,dbe8f3ae4be3eae10ffbd61accee1bc3e465e76d1c031d804a871a0a76ab6fe1,議案全文,該当する記載が存在しない,needs_source,step3-audit-r8-2
shinjuku-2026-r2-gian-53,normal,content,R53-N-01,改正対象は平成8年新宿区条例第43号,https://www.city.shinjuku.lg.jp/content/000457652.pdf,53fb47b9441caf8a89cfc884669075d96979e903ae5f0e28e5d40f43561d9188,改正文,新宿区空き缶等の散乱及び路上喫煙による被害の防止に関する条例（平成 8 年新宿区条例第 43 号）の一部を次のように改正する,supported,step3-audit-r8-2
shinjuku-2026-r2-gian-53,normal,content,R53-N-02,提案理由は環境美化をより一層推進するため,https://www.city.shinjuku.lg.jp/content/000457652.pdf,53fb47b9441caf8a89cfc884669075d96979e903ae5f0e28e5d40f43561d9188,提案理由,環境美化をより一層推進するため,supported,step3-audit-r8-2
