item_key,difficulty,content_field,claim_id,final_claim,source_url,source_sha256,page_or_section,evidence_excerpt,verdict,reviewed_revision
shinjuku-2026-r2-gian-43,normal,content,B43-N-14,私立幼稚園緊急助成554千円。実施期間を4月〜6月から4月〜3月に延長,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 10 教育費(3),私立幼稚園緊急助成 554千円 食材料費等の物価高騰対策として、私立幼稚園への支援を継続 ・実施期間 4月～6月 → 4月～3月,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-15,"環境清掃費9,853千円は空き缶等の散乱及び路上喫煙による被害の防止に関する条例の改正に伴う普及啓発",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 8 環境清掃費(1),"ポイ捨て防止ときれいなまちづくり 9,853千円 「新宿区空き缶等の散乱及び路上喫煙による被害の防止に関する条例」の改正に伴う普及啓発",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-16,"土木費 公共下水道の整備（工事費）1,622千円は整備計画変更に伴う増額で対象は江戸川橋通り第Ⅱ期",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 9 土木費(1),"公共下水道の整備（工事費） 1,622千円 整備計画変更に伴い工事費を増額 ・江戸川橋通り第Ⅱ期",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-17,"市街地再開発の事業化支援（下宮比町地区）2,221千円は市街地再開発準備組合への活動支援",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 9 土木費(2),"市街地再開発の事業化支援（下宮比町地区） 2,221千円 市街地再開発準備組合への活動支援 ・下宮比町地区",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-18,文化観光産業費30千円は夏目漱石記念施設整備基金積立金（寄附金の積立）,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 4 文化観光産業費(1),夏目漱石記念施設整備基金積立金 30千円 寄附金の積立,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-19,"歳入の都支出金21,420千円は校内教育支援センター設置推進事業費補助金",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 14 都支出金,"校内教育支援センター設置推進事業費 21,420千円",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-20,歳入の寄附金83千円の内訳は夏目漱石記念施設整備基金寄附金30千円と子ども未来基金寄附金53千円,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 16 寄附金,夏目漱石記念施設整備基金寄附金 30千円 子ども未来基金寄附金 53千円,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-21,"歳入の繰入金257,524千円は財政調整基金繰入金",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 17 繰入金,"財政調整基金繰入金 257,524千円",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-22,"歳入の諸収入10,630千円の内訳は受託事業収入（予防接種費5,930千円・公共下水道整備費1,622千円）と雑入（労働保険料納付金173千円・厚生年金保険料納付金2,905千円）",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 19 諸収入,"（受託事業収入）予防接種費 5,930千円 公共下水道整備費 1,622千円 （雑入）労働保険料納付金 173千円 厚生年金保険料納付金 2,905千円",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-23,"財政調整基金の今回取崩額は257,524千円、令和8年度末現在高見込額は25,922,146千円",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 17 繰入金 財政調整基金現在高見込み,"今回取崩額 257,524千円 8年度末現在高見込額 25,922,146千円",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-24,"債務負担行為 道路の改良は令和9年度・242,876千円から令和9年度〜令和10年度・258,776千円へ",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第2表,"道路の改良 令和９年度 ２４２,８７６ 令和９年度～令和10年度 ２５８,７７６",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-25,"債務負担行為 公共下水道の整備は令和9年度・8,721千円から令和9年度〜令和10年度・11,154千円へ",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第2表,"公共下水道の整備 令和９年度 ８,７２１ 令和９年度～令和10年度 １１,１５４",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-26,変更の理由はいずれも整備計画を変更するため,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,【債務負担行為（工事請負契約等）】,整備計画を変更するため,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,content,B43-N-27,令和8年第2回定例会（会期6月10日〜6月19日）で原案可決された,https://www.city.shinjuku.lg.jp/kusei/soumu01_002090_00016.html,72349f6e321e79ccc3076036e07386763398510bfb6bb2154b4cd3d6a2d85d58,議決結果ページ,第43号議案 原案可決,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,title,B43-N-28,表題「保育・予防接種・不登校支援の追加（一般会計補正予算 第3号）」は歳出上位3款の事業を指す編集上の見出し,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 6・7・10 款,"子ども家庭費 117,725千円／健康費 109,998千円／教育費 48,208千円",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,normal,summary,B43-N-29,要約に記載の金額・事業はいずれも本文の主張と同一,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出全般,"（本文 B43-N-02, 06, 11, 12, 14 と同一の記載）",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-01,提出日は令和8年6月10日、提出者は新宿区長 吉住健一,https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,議案末尾,令和８年６月１０日 提出 新宿区長 吉住健一,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-02,"第1条は歳入歳出予算の総額にそれぞれ289,657千円を追加し189,582,998千円とする",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1条,"歳入歳出それぞれ 289,657 千円を追加し、歳入歳出予算の総額を歳入歳出それぞれ 189,582,998 千円とする",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-03,第2条は工事請負契約等に関する債務負担行為の変更を第2表による,https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第2条,工事請負契約等に関する債務負担行為の変更は、「第２表 債務負担行為（工事請負契約等）補正」による,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-04,"歳入 14都支出金 17,118,666＋21,420＝17,140,086千円、うち2都補助金 8,356,597＋21,420＝8,378,017千円",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳入,"14 都支出金 17,118,666 21,420 17,140,086 ／ 2 都補助金 8,356,597 21,420 8,378,017",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-05,"歳入 16寄附金 1,639,408＋83＝1,639,491千円（1寄附金も同額）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳入,"16 寄附金 1,639,408 83 1,639,491 ／ 1 寄附金 1,639,408 83 1,639,491",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-06,"歳入 17繰入金 3,408,793＋257,524＝3,666,317千円（1基金繰入金も同額）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳入,"17 繰入金 3,408,793 257,524 3,666,317 ／ 1 基金繰入金 3,408,793 257,524 3,666,317",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-07,"歳入 19諸収入 3,234,075＋10,630＝3,244,705千円、4受託事業収入＋7,552、6雑入＋3,078",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳入,"19 諸収入 3,234,075 10,630 3,244,705 ／ 4 受託事業収入 1,064,261 7,552 1,071,813 ／ 6 雑入 1,465,617 3,078 1,468,695",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-08,"歳入合計 189,293,341＋289,657＝189,582,998千円",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳入合計,"歳入合計 189,293,341 289,657 189,582,998",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-09,歳出 4文化観光産業費＋30（1文化観光費＋30）,https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出,"4 文化観光産業費 5,222,107 30 5,222,137 ／ 1 文化観光費 2,275,836 30 2,275,866",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-10,"歳出 6子ども家庭費＋117,725（1子ども家庭費＋117,725）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出,"6 子ども家庭費 39,532,093 117,725 39,649,818 ／ 1 子ども家庭費 39,532,093 117,725 39,649,818",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-11,"歳出 7健康費＋109,998（1健康推進費＋109,998）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出,"7 健康費 17,698,743 109,998 17,808,741 ／ 1 健康推進費 17,569,817 109,998 17,679,815",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-12,"歳出 8環境清掃費＋9,853（1環境清掃費＋9,853）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出,"8 環境清掃費 10,983,940 9,853 10,993,793 ／ 1 環境清掃費 10,983,940 9,853 10,993,793",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-13,"歳出 9土木費＋3,843（2道路橋りょう費＋1,622、5都市計画費＋2,221）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出,"9 土木費 12,939,349 3,843 12,943,192 ／ 2 道路橋りょう費 4,643,695 1,622 4,645,317 ／ 5 都市計画費 1,069,183 2,221 1,071,404",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-14,"歳出 10教育費＋48,208（1教育総務費＋47,654、6幼稚園費＋554）",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出,"10 教育費 19,046,714 48,208 19,094,922 ／ 1 教育総務費 7,248,815 47,654 7,296,469 ／ 6 幼稚園費 1,694,325 554 1,694,879",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-15,"歳出合計 189,293,341＋289,657＝189,582,998千円",https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 歳出合計,"歳出合計 189,293,341 289,657 189,582,998",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-16,事業名と金額の対応は概要資料によるものであり、議案本文は款項までの区分である旨の注記,https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表 全体,第1表は款・項の区分と金額のみを掲げ、事業名の記載はない,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-17,概要資料の事業別内訳12件（金額・説明）は概要資料の記載どおり,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 各款,（本文 B43-N-06〜N-18 と同一の記載）,supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-18,"財政調整基金繰入金の予算額は1,983,504千円から2,241,028千円になる",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 17 繰入金,"補正前予算額 1,983,504千円 今回補正額 257,524千円 補正後予算額 2,241,028千円",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-19,"財政調整基金 令和7年度末現在高見込額26,668,934千円／既計上積立額1,494,240千円／既計上取崩額1,983,504千円／今回取崩額257,524千円／令和8年度末現在高見込額25,922,146千円",https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳入 17 繰入金 財政調整基金現在高見込み,"7年度末現在高見込額 26,668,934千円 既計上積立額 1,494,240千円 既計上取崩額 1,983,504千円 今回取崩額 257,524千円 8年度末現在高見込額 25,922,146千円",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-20,第2表の債務負担行為2件の期間・限度額の補正前後,https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第2表,"道路の改良／公共下水道の整備 各行（B43-N-24, N-25 と同一）",supported,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-21,概要資料の事業区分と議案本文の項との対応関係は出典に記載がない,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 9 土木費,概要資料は事業名のみを掲げ、項（道路橋りょう費・都市計画費）との対応を明示していない,needs_source,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-22,ワクチン変更の理由・接種者数・効果の見込みは出典に記載がない,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 7 健康費(1),概要資料の記載は「定期接種における接種ワクチンの変更による増額」までである,needs_source,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-23,区立小学校15校の校名・支援員の人数・勤務形態は出典に記載がない,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 10 教育費(1),概要資料の記載は「・区立小学校 15校」までである,needs_source,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-24,保育園分園移転の理由・移転後の定員・本移転の時期は出典に記載がない,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 6 子ども家庭費(3)(4),概要資料の記載は移転先・時期・改修期間までである,needs_source,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,content,B43-H-25,市街地再開発の事業化支援の事業内容・区域・スケジュールは出典に記載がない,https://www.city.shinjuku.lg.jp/content/000456355.pdf,94999df163452634a5f4a9a3181372668f3e57d7d9ae3577c729aed2cca5e2af,歳出 9 土木費(2),概要資料の記載は「市街地再開発準備組合への活動支援 ・下宮比町地区」までである,needs_source,step4-content-r8-2
shinjuku-2026-r2-gian-43,hard,summary,B43-H-26,要約に記載の款・金額はいずれも第1表の主張と同一,https://www.city.shinjuku.lg.jp/content/000457640.pdf,ab16d01e092dce9b29e5d9f84d0aa46b2ec0d1e6fd86e3c2f92194be0a65c3b2,第1表,"（本文 B43-H-02, H-04〜H-15 と同一の記載）",supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-01,改正対象は新宿区総合計画の議決に関する条例（平成19年新宿区条例第61号）,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,改め文冒頭,新宿区総合計画の議決に関する条例（平成 19 年新宿区条例第 61 号）の一部を次のように改正する,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-02,新設される第3条第1項は「区長は、新宿区基本構想を策定するに当たっては、議会の議決を経なければならない。これを変更しようとする場合も同様とする。」,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第3条改正規定,区長は、新宿区基本構想を策定するに当たっては、議会の議決を経なければならない。これを変更しようとする場合も同様とする。,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-03,策定するときだけでなく変更しようとするときも議決が必要になる,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第3条改正規定,これを変更しようとする場合も同様とする,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-04,題名を「新宿区基本構想及び新宿区総合計画の議決に関する条例」に改める,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,題名改正規定,題名中「新宿区総合計画」を「新宿区基本構想及び新宿区総合計画」に改める,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-05,改正後第2条第1号の新宿区基本構想の定義,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第2条第1号,新宿区基本構想審議会条例（昭和 60 年新宿区条例第 3 号）第 2 条の規定による新宿区基本構想審議会の答申（以下「答申」という。）を受けて定める新宿区における総合的かつ計画的な行政の運営を図るための基本的な構想をいう,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-06,改正後第2条第2号の新宿区総合計画の定義,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第2条第2号,答申を受けて定める区の基本計画（施策の方向性を示した行財政運営の指針をいう。）及び都市計画法（昭和 43 年法律第 100 号）第 18 条の 2 第 1 項の規定により定める区の都市計画に関する基本的な方針を総合化したものをいう,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-07,どちらも新宿区基本構想審議会の答申を受けて定めるものである,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第2条第1号・第2号,（両号とも「答申を受けて定める」と規定）,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-08,提案理由は「新宿区基本構想を地方自治法（昭和22年法律第67号）第96条第2項の規定に基づく議決すべき事件とする必要があるため」,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,提案理由,新宿区基本構想を地方自治法（昭和 22 年法律第 67 号）第 96 条第 2 項の規定に基づく議決すべき事件とする必要があるため,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-09,第1条に「新宿区基本構想及び」を書き加える,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第1条改正規定,第 1 条中「基づき、」の次に「新宿区基本構想及び」を加える,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-10,第4条は引用を「前条第1項又は第2項」から「前条各項」に改め「新宿区基本構想又は」を加える,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第4条改正規定,第 4 条中「前条第 1 項又は第 2 項」を「前条各項」に改め、「経て、」の次に「新宿区基本構想又は」を加える,supported,step4-content-r8-2
shinjuku-2026-r2-gian-44,normal,content,B44-N-11,第3条は既存の第1項・第2項がそれぞれ第2項・第3項に繰り下がる,https://www.city.shinjuku.lg.jp/content/000457643.pdf,fe0e6cc914f3a9753a90bb19ab4c8090147fb1aa24bc959a321fb353c31c8eab,第3条改正規定,第 3 条中第 2 項を第 3 項とし、第 1 項を第 2 項とし、同条に第 1 項として次の 1 項を加える,supported,step4-content-r8-2
